As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Jun 26, 2017","2,034.60",110.09,--,"422,100,000.00"
"Jun 23, 2017","2,032.99",110.00,--,"422,100,000.00"
"Jun 22, 2017","2,031.81",109.93,--,"421,900,000.00"
"Jun 21, 2017","2,031.49",109.91,--,"421,200,000.00"
"Jun 20, 2017","2,031.57",109.92,--,"420,900,000.00"
"Jun 19, 2017","2,027.32",109.69,--,"419,800,000.00"
"Jun 16, 2017","2,029.48",109.80,--,"419,800,000.00"
"Jun 15, 2017","2,028.49",109.75,--,"419,800,000.00"
"Jun 14, 2017","2,031.09",109.89,--,"419,400,000.00"
"Jun 13, 2017","2,023.41",109.48,--,"418,300,000.00"
"Jun 12, 2017","2,022.77",109.44,--,"417,500,000.00"
"Jun 09, 2017","2,024.12",109.51,--,"417,300,000.00"
"Jun 08, 2017","2,024.64",109.54,--,"417,100,000.00"
"Jun 07, 2017","2,026.25",109.63,--,"416,100,000.00"
"Jun 06, 2017","2,028.99",109.78,--,"415,700,000.00"
"Jun 05, 2017","2,025.39",109.58,--,"415,300,000.00"
"Jun 02, 2017","2,027.23",109.68,--,"414,600,000.00"
"Jun 01, 2017","2,021.55",109.38,0.23,"413,500,000.00"
"May 31, 2017","2,023.34",109.70,--,"413,300,000.00"
"May 30, 2017","2,021.28",109.59,--,"413,300,000.00"
"May 26, 2017","2,017.39",109.38,--,"413,300,000.00"
"May 25, 2017","2,017.14",109.36,--,"412,300,000.00"
"May 24, 2017","2,015.53",109.28,--,"411,900,000.00"
"May 23, 2017","2,013.44",109.17,--,"411,400,000.00"
"May 22, 2017","2,016.70",109.34,--,"411,300,000.00"
"May 19, 2017","2,016.80",109.34,--,"410,100,000.00"
"May 18, 2017","2,017.52",109.39,--,"409,900,000.00"
"May 17, 2017","2,020.12",109.52,--,"408,500,000.00"
"May 16, 2017","2,008.91",108.92,--,"408,300,000.00"
"May 15, 2017","2,007.47",108.84,--,"407,900,000.00"
"May 12, 2017","2,007.23",108.82,--,"407,900,000.00"
"May 11, 2017","1,999.92",108.43,--,"407,400,000.00"
"May 10, 2017","1,998.89",108.37,--,"407,400,000.00"
"May 09, 2017","1,998.88",108.38,--,"407,400,000.00"
"May 08, 2017","2,001.53",108.52,--,"406,800,000.00"
"May 05, 2017","2,003.26",108.61,--,"406,800,000.00"
"May 04, 2017","2,002.30",108.56,--,"406,700,000.00"
"May 03, 2017","2,006.64",108.80,--,"406,200,000.00"
"May 02, 2017","2,007.24",108.81,--,"406,200,000.00"
"May 01, 2017","2,003.52",108.61,0.24,"405,300,000.00"
"Apr 28, 2017","2,007.89",109.07,--,"404,600,000.00"
"Apr 27, 2017","2,006.12",108.99,--,"404,600,000.00"
"Apr 26, 2017","2,004.08",108.88,--,"404,400,000.00"
"Apr 25, 2017","2,002.14",108.77,--,"404,000,000.00"
"Apr 24, 2017","2,007.85",109.08,--,"404,000,000.00"
"Apr 21, 2017","2,011.04",109.25,--,"403,300,000.00"
"Apr 20, 2017","2,010.17",109.21,--,"403,300,000.00"
"Apr 19, 2017","2,014.48",109.44,--,"403,300,000.00"
"Apr 18, 2017","2,016.63",109.56,--,"402,700,000.00"
"Apr 17, 2017","2,009.46",109.16,--,"402,500,000.00"
"Apr 13, 2017","2,010.98",109.25,--,"402,500,000.00"
"Apr 12, 2017","2,004.68",108.91,--,"402,500,000.00"
"Apr 11, 2017","2,004.50",108.90,--,"402,200,000.00"
"Apr 10, 2017","1,997.35",108.51,--,"402,200,000.00"
"Apr 07, 2017","1,995.74",108.42,--,"402,000,000.00"
"Apr 06, 2017","1,998.86",108.59,--,"400,800,000.00"
"Apr 05, 2017","1,997.41",108.51,--,"400,800,000.00"
"Apr 04, 2017","1,997.68",108.53,--,"400,500,000.00"
"Apr 03, 2017","1,997.77",108.53,0.22,"400,400,000.00"
"Mar 31, 2017","1,992.51",108.46,--,"399,500,000.00"
"Mar 30, 2017","1,990.03",108.33,--,"399,500,000.00"
"Mar 29, 2017","1,992.82",108.48,--,"398,700,000.00"
"Mar 28, 2017","1,989.71",108.31,--,"397,700,000.00"
"Mar 27, 2017","1,993.87",108.54,--,"397,400,000.00"
"Mar 24, 2017","1,991.18",108.39,--,"396,900,000.00"
"Mar 23, 2017","1,989.09",108.28,--,"396,900,000.00"
"Mar 22, 2017","1,991.05",108.39,--,"396,900,000.00"
"Mar 21, 2017","1,986.99",108.17,--,"396,800,000.00"
"Mar 20, 2017","1,982.72",107.93,--,"395,800,000.00"
"Mar 17, 2017","1,979.31",107.75,--,"395,500,000.00"
"Mar 16, 2017","1,977.08",107.63,--,"394,700,000.00"
"Mar 15, 2017","1,978.23",107.69,--,"394,700,000.00"
"Mar 14, 2017","1,967.60",107.12,--,"394,400,000.00"
"Mar 13, 2017","1,966.71",107.07,--,"394,200,000.00"
"Mar 10, 2017","1,969.37",107.21,--,"394,000,000.00"
"Mar 09, 2017","1,967.61",107.12,--,"393,300,000.00"
"Mar 08, 2017","1,973.46",107.43,--,"392,000,000.00"
"Mar 07, 2017","1,978.48",107.70,--,"391,700,000.00"
"Mar 06, 2017","1,980.91",107.83,--,"391,500,000.00"
"Mar 03, 2017","1,980.38",107.81,--,"391,300,000.00"
"Mar 02, 2017","1,979.74",107.78,--,"391,300,000.00"
"Mar 01, 2017","1,982.42",107.92,0.22,"390,000,000.00"
"Feb 28, 2017","1,993.56",108.75,--,"389,000,000.00"
"Feb 27, 2017","1,992.59",108.69,--,"389,000,000.00"
"Feb 24, 2017","1,997.37",108.95,--,"388,900,000.00"
"Feb 23, 2017","1,989.74",108.54,--,"388,900,000.00"
"Feb 22, 2017","1,986.12",108.35,--,"389,600,000.00"
"Feb 21, 2017","1,984.85",108.28,--,"389,600,000.00"
"Feb 17, 2017","1,985.06",108.29,--,"390,100,000.00"
"Feb 16, 2017","1,982.41",108.14,--,"390,100,000.00"
"Feb 15, 2017","1,976.83",107.84,--,"390,100,000.00"
"Feb 14, 2017","1,980.53",108.04,--,"390,000,000.00"
"Feb 13, 2017","1,983.96",108.23,--,"388,800,000.00"
"Feb 10, 2017","1,985.53",108.31,--,"388,800,000.00"
"Feb 09, 2017","1,986.60",108.37,--,"388,800,000.00"
"Feb 08, 2017","1,991.99",108.66,--,"386,800,000.00"
"Feb 07, 2017","1,987.33",108.40,--,"386,800,000.00"
"Feb 06, 2017","1,985.06",108.28,--,"386,800,000.00"
"Feb 03, 2017","1,976.85",107.84,--,"386,800,000.00"
"Feb 02, 2017","1,978.88",107.95,--,"386,700,000.00"
"Feb 01, 2017","1,977.78",107.89,0.22,"386,700,000.00"
"Jan 31, 2017","1,980.25",108.23,--,"388,600,000.00"
"Jan 30, 2017","1,977.56",108.09,--,"388,600,000.00"
"Jan 27, 2017","1,977.60",108.09,--,"388,600,000.00"
"Jan 26, 2017","1,974.51",107.92,--,"388,600,000.00"
"Jan 25, 2017","1,972.08",107.79,--,"388,600,000.00"
"Jan 24, 2017","1,977.26",108.08,--,"388,600,000.00"
"Jan 23, 2017","1,984.27",108.46,--,"389,300,000.00"
"Jan 20, 2017","1,976.87",108.05,--,"389,300,000.00"
"Jan 19, 2017","1,976.32",108.03,--,"388,100,000.00"
"Jan 18, 2017","1,982.88",108.38,--,"388,100,000.00"
"Jan 17, 2017","1,989.79",108.76,--,"388,100,000.00"
"Jan 13, 2017","1,983.70",108.43,--,"388,100,000.00"
"Jan 12, 2017","1,986.02",108.55,--,"388,000,000.00"
"Jan 11, 2017","1,985.23",108.51,--,"387,900,000.00"
"Jan 10, 2017","1,983.83",108.44,--,"387,400,000.00"
"Jan 09, 2017","1,984.12",108.45,--,"387,000,000.00"
"Jan 06, 2017","1,979.81",108.22,--,"386,300,000.00"
"Jan 05, 2017","1,985.25",108.51,--,"386,200,000.00"
"Jan 04, 2017","1,975.72",107.99,--,"385,500,000.00"
"Jan 03, 2017","1,975.81",107.99,--,"384,700,000.00"
"Dec 30, 2016","1,976.37",108.02,--,"384,700,000.00"
"Dec 29, 2016","1,971.49",107.76,--,"384,800,000.00"
"Dec 28, 2016","1,967.64",107.55,--,"384,700,000.00"
"Dec 27, 2016","1,961.53",107.22,--,"384,700,000.00"
"Dec 23, 2016","1,963.42",107.32,--,"384,700,000.00"
"Dec 22, 2016","1,962.28",107.26,0.25,"383,600,000.00"
"Dec 21, 2016","1,962.45",107.52,--,"382,600,000.00"
"Dec 20, 2016","1,959.20",107.34,--,"382,600,000.00"
"Dec 19, 2016","1,960.89",107.43,--,"382,600,000.00"
"Dec 16, 2016","1,954.59",107.09,--,"382,600,000.00"
"Dec 15, 2016","1,956.59",107.20,--,"381,900,000.00"
"Dec 14, 2016","1,962.83",107.53,--,"381,700,000.00"
"Dec 13, 2016","1,967.23",107.78,--,"381,700,000.00"
"Dec 12, 2016","1,966.78",107.76,--,"381,400,000.00"
"Dec 09, 2016","1,966.65",107.75,--,"381,400,000.00"
"Dec 08, 2016","1,973.80",108.14,--,"381,600,000.00"
"Dec 07, 2016","1,977.18",108.33,--,"381,600,000.00"
"Dec 06, 2016","1,971.80",108.03,--,"381,100,000.00"
"Dec 05, 2016","1,972.37",108.06,--,"381,000,000.00"
"Dec 02, 2016","1,971.84",108.04,--,"381,000,000.00"
"Dec 01, 2016","1,966.01",107.74,0.20,"381,000,000.00"
"Nov 30, 2016","1,973.59",108.34,--,"381,400,000.00"
"Nov 29, 2016","1,978.83",108.65,--,"381,400,000.00"
"Nov 28, 2016","1,976.10",108.49,--,"381,400,000.00"
"Nov 25, 2016","1,970.32",108.17,--,"381,400,000.00"
"Nov 23, 2016","1,971.39",108.23,--,"381,300,000.00"
"Nov 22, 2016","1,975.49",108.45,--,"381,300,000.00"
"Nov 21, 2016","1,973.98",108.38,--,"381,200,000.00"
"Nov 18, 2016","1,974.22",108.40,--,"381,200,000.00"
"Nov 17, 2016","1,980.74",108.76,--,"381,200,000.00"
"Nov 16, 2016","1,985.73",109.03,--,"381,200,000.00"
"Nov 15, 2016","1,983.39",108.90,--,"381,200,000.00"
"Nov 14, 2016","1,983.11",108.88,--,"381,200,000.00"
"Nov 11, 2016",--,109.52,--,"381,200,000.00"
"Nov 10, 2016","1,994.66",109.51,--,"381,200,000.00"
"Nov 09, 2016","1,999.13",109.75,--,"380,700,000.00"
"Nov 08, 2016","2,018.85",110.84,--,"380,500,000.00"
"Nov 07, 2016","2,021.97",111.00,--,"379,300,000.00"
"Nov 04, 2016","2,024.64",111.15,--,"379,300,000.00"
"Nov 03, 2016","2,022.27",111.02,--,"378,200,000.00"
"Nov 02, 2016","2,023.46",111.09,--,"378,200,000.00"
"Nov 01, 2016","2,022.56",111.04,0.21,"378,200,000.00"
"Oct 31, 2016","2,021.40",111.19,--,"378,200,000.00"
"Oct 28, 2016","2,019.77",111.10,--,"378,200,000.00"
"Oct 27, 2016","2,020.01",111.11,--,"378,200,000.00"
"Oct 26, 2016","2,025.01",111.39,--,"377,600,000.00"
"Oct 25, 2016","2,028.37",111.57,--,"377,100,000.00"
"Oct 24, 2016","2,028.04",111.56,--,"376,700,000.00"
"Oct 21, 2016","2,029.88",111.66,--,"376,500,000.00"
"Oct 20, 2016","2,029.55",111.64,--,"376,500,000.00"
"Oct 19, 2016","2,028.99",111.61,--,"376,500,000.00"
"Oct 18, 2016","2,028.55",111.58,--,"376,100,000.00"
"Oct 17, 2016","2,026.49",111.47,--,"376,100,000.00"
"Oct 14, 2016","2,023.29",111.29,--,"375,300,000.00"
"Oct 13, 2016","2,027.94",111.56,--,"375,300,000.00"
"Oct 12, 2016","2,023.59",111.32,--,"375,300,000.00"
"Oct 11, 2016","2,024.71",111.38,--,"375,000,000.00"
"Oct 10, 2016",--,111.50,--,"375,000,000.00"
"Oct 07, 2016","2,026.58",111.48,--,"374,900,000.00"
"Oct 06, 2016","2,026.18",111.46,--,"374,900,000.00"
"Oct 05, 2016","2,027.87",111.55,--,"375,200,000.00"
"Oct 04, 2016","2,030.30",111.68,--,"372,500,000.00"
"Oct 03, 2016","2,036.01",112.00,0.20,"371,100,000.00"
"Sep 30, 2016","2,036.98",112.25,--,"370,900,000.00"
"Sep 29, 2016","2,041.77",112.52,--,"370,900,000.00"
"Sep 28, 2016","2,040.43",112.44,--,"370,300,000.00"
"Sep 27, 2016","2,041.13",112.48,--,"370,300,000.00"
"Sep 26, 2016","2,038.02",112.31,--,"370,200,000.00"
"Sep 23, 2016","2,035.78",112.19,--,"368,800,000.00"
"Sep 22, 2016","2,034.06",112.08,--,"368,300,000.00"
"Sep 21, 2016","2,029.24",111.81,--,"368,200,000.00"
"Sep 20, 2016","2,026.95",111.69,--,"367,700,000.00"
"Sep 19, 2016","2,025.87",111.63,--,"367,200,000.00"
"Sep 16, 2016","2,025.17",111.59,--,"367,000,000.00"
"Sep 15, 2016","2,025.26",111.60,--,"367,000,000.00"
"Sep 14, 2016","2,025.83",111.63,--,"367,000,000.00"
"Sep 13, 2016","2,021.65",111.40,--,"367,300,000.00"
"Sep 12, 2016","2,027.61",111.73,--,"367,300,000.00"
"Sep 09, 2016","2,027.38",111.73,--,"367,300,000.00"
"Sep 08, 2016","2,033.52",112.06,--,"367,200,000.00"
"Sep 07, 2016","2,041.40",112.51,--,"367,100,000.00"
"Sep 06, 2016","2,041.09",112.48,--,"367,000,000.00"
"Sep 02, 2016","2,035.14",112.16,--,"367,000,000.00"
"Sep 01, 2016","2,037.75",112.31,0.21,"367,000,000.00"
"Aug 31, 2016","2,038.18",112.53,--,"366,900,000.00"
"Aug 30, 2016","2,038.00",112.53,--,"366,900,000.00"
"Aug 29, 2016","2,038.89",112.58,--,"366,400,000.00"
"Aug 26, 2016","2,031.66",112.18,--,"366,100,000.00"
"Aug 25, 2016","2,037.01",112.47,--,"365,900,000.00"
"Aug 24, 2016","2,038.90",112.58,--,"365,700,000.00"
"Aug 23, 2016","2,039.19",112.59,--,"365,100,000.00"
"Aug 22, 2016","2,039.09",112.59,--,"364,800,000.00"
"Aug 19, 2016","2,034.68",112.35,--,"364,700,000.00"
"Aug 18, 2016","2,038.69",112.57,--,"363,600,000.00"
"Aug 17, 2016","2,035.71",112.40,--,"362,200,000.00"
"Aug 16, 2016","2,033.46",112.28,--,"361,800,000.00"
"Aug 15, 2016","2,035.28",112.38,--,"361,500,000.00"
"Aug 12, 2016","2,038.36",112.55,--,"360,500,000.00"
"Aug 11, 2016","2,032.84",112.25,--,"360,500,000.00"
"Aug 10, 2016","2,039.54",112.62,--,"361,500,000.00"
"Aug 09, 2016","2,035.54",112.40,--,"360,800,000.00"
"Aug 08, 2016","2,031.04",112.15,--,"360,300,000.00"
"Aug 05, 2016","2,029.93",112.09,--,"360,300,000.00"
"Aug 04, 2016","2,036.69",112.47,--,"360,200,000.00"
"Aug 03, 2016","2,031.77",112.20,--,"360,200,000.00"
"Aug 02, 2016","2,031.97",112.21,--,"358,700,000.00"
"Aug 01, 2016","2,036.27",112.45,0.21,"358,600,000.00"
"Jul 29, 2016","2,040.51",112.88,--,"358,100,000.00"
"Jul 28, 2016","2,035.11",112.59,--,"357,400,000.00"
"Jul 27, 2016","2,034.86",112.58,--,"357,400,000.00"
"Jul 26, 2016","2,030.18",112.32,--,"355,700,000.00"
"Jul 25, 2016","2,030.08",112.31,--,"355,200,000.00"
"Jul 22, 2016","2,030.84",112.35,--,"353,600,000.00"
"Jul 21, 2016","2,030.97",112.36,--,"353,500,000.00"
"Jul 20, 2016","2,029.67",112.29,--,"353,500,000.00"
"Jul 19, 2016","2,031.66",112.40,--,"353,400,000.00"
"Jul 18, 2016","2,029.12",112.26,--,"353,400,000.00"
"Jul 15, 2016","2,028.20",112.21,--,"352,300,000.00"
"Jul 14, 2016","2,033.50",112.51,--,"352,300,000.00"
"Jul 13, 2016","2,038.90",112.81,--,"352,200,000.00"
"Jul 12, 2016","2,034.19",112.55,--,"351,000,000.00"
"Jul 11, 2016","2,039.93",112.87,--,"350,200,000.00"
"Jul 08, 2016","2,044.06",113.10,--,"349,200,000.00"
"Jul 07, 2016","2,041.18",112.95,--,"348,100,000.00"
"Jul 06, 2016","2,039.83",112.87,--,"348,100,000.00"
"Jul 05, 2016","2,041.90",112.99,--,"346,200,000.00"
"Jul 01, 2016","2,031.96",112.43,0.21,"345,300,000.00"
"Jun 30, 2016","2,027.69",112.41,--,"344,900,000.00"
"Jun 29, 2016","2,027.98",112.42,--,"344,500,000.00"
"Jun 28, 2016","2,027.91",112.42,--,"342,500,000.00"
"Jun 27, 2016","2,027.45",112.39,--,"342,100,000.00"
"Jun 24, 2016","2,016.61",111.79,--,"342,100,000.00"
"Jun 23, 2016","2,005.37",111.16,--,"342,100,000.00"
"Jun 22, 2016","2,009.10",111.37,--,"341,600,000.00"
"Jun 21, 2016","2,008.11",111.32,--,"340,900,000.00"
"Jun 20, 2016","2,010.13",111.43,--,"339,900,000.00"
"Jun 17, 2016","2,012.70",111.57,--,"339,100,000.00"
"Jun 16, 2016","2,017.16",111.82,--,"338,600,000.00"
"Jun 15, 2016","2,014.51",111.67,--,"338,200,000.00"
"Jun 14, 2016","2,012.45",111.55,--,"337,900,000.00"
"Jun 13, 2016","2,013.29",111.60,--,"337,900,000.00"
"Jun 10, 2016","2,011.69",111.51,--,"337,900,000.00"
"Jun 09, 2016","2,008.81",111.35,--,"337,900,000.00"
"Jun 08, 2016","2,005.84",111.18,--,"336,900,000.00"
"Jun 07, 2016","2,004.36",111.10,--,"335,400,000.00"
"Jun 06, 2016","2,002.75",111.02,--,"334,300,000.00"
"Jun 03, 2016","2,004.15",111.10,--,"333,800,000.00"
"Jun 02, 2016","1,994.18",110.55,--,"332,700,000.00"
"Jun 01, 2016","1,990.86",110.37,0.22,"332,300,000.00"
"May 31, 2016","1,991.90",110.64,--,"331,900,000.00"
"May 27, 2016","1,990.89",110.58,--,"331,900,000.00"
"May 26, 2016","1,991.89",110.64,--,"331,300,000.00"
"May 25, 2016","1,986.41",110.34,--,"332,100,000.00"
"May 24, 2016","1,987.10",110.37,--,"330,600,000.00"
"May 23, 2016","1,988.35",110.45,--,"330,600,000.00"
"May 20, 2016","1,987.85",110.42,--,"330,200,000.00"
"May 19, 2016","1,988.24",110.44,--,"329,500,000.00"
"May 18, 2016","1,984.01",110.21,--,"329,500,000.00"
"May 17, 2016","1,995.39",110.84,--,"329,400,000.00"
"May 16, 2016","1,995.97",110.88,--,"329,000,000.00"
"May 13, 2016","2,000.31",111.12,--,"329,000,000.00"
"May 12, 2016","1,995.89",110.88,--,"329,000,000.00"
"May 11, 2016","1,999.15",111.06,--,"328,000,000.00"
"May 10, 2016","1,996.88",110.93,--,"328,000,000.00"
"May 09, 2016","1,996.48",110.91,--,"326,200,000.00"
"May 06, 2016","1,994.72",110.82,--,"325,800,000.00"
"May 05, 2016","1,997.05",110.95,--,"325,400,000.00"
"May 04, 2016","1,993.54",110.75,--,"325,000,000.00"
"May 03, 2016","1,992.76",110.72,--,"324,600,000.00"
"May 02, 2016","1,987.08",110.39,0.21,"324,000,000.00"
"Apr 29, 2016","1,991.39",110.82,--,"322,700,000.00"
"Apr 28, 2016","1,988.72",110.67,--,"321,100,000.00"
"Apr 27, 2016","1,986.32",110.55,--,"320,700,000.00"
"Apr 26, 2016","1,980.34",110.21,--,"321,400,000.00"
"Apr 25, 2016","1,982.40",110.33,--,"320,100,000.00"
"Apr 22, 2016","1,983.47",110.39,--,"318,900,000.00"
"Apr 21, 2016","1,984.49",110.43,--,"318,900,000.00"
"Apr 20, 2016","1,985.29",110.47,--,"318,500,000.00"
"Apr 19, 2016","1,990.62",110.78,--,"318,100,000.00"
"Apr 18, 2016","1,990.51",110.77,--,"318,100,000.00"
"Apr 15, 2016","1,991.97",110.85,--,"317,700,000.00"
"Apr 14, 2016","1,988.80",110.67,--,"316,300,000.00"
"Apr 13, 2016","1,989.88",110.73,--,"315,400,000.00"
"Apr 12, 2016","1,987.29",110.59,--,"315,800,000.00"
"Apr 11, 2016","1,991.38",110.82,--,"316,800,000.00"
"Apr 08, 2016","1,990.40",110.84,--,"316,800,000.00"
"Apr 07, 2016","1,993.21",110.93,--,"316,800,000.00"
"Apr 06, 2016","1,987.07",110.60,--,"316,500,000.00"
"Apr 05, 2016","1,989.44",110.73,--,"316,500,000.00"
"Apr 04, 2016","1,984.68",110.47,--,"316,500,000.00"
"Apr 01, 2016","1,982.94",110.37,0.22,"315,500,000.00"
"Mar 31, 2016","1,983.77",110.62,--,"315,200,000.00"
"Mar 30, 2016","1,979.00",110.36,--,"315,200,000.00"
"Mar 29, 2016","1,979.73",110.40,--,"314,700,000.00"
"Mar 28, 2016","1,973.75",110.07,--,"313,100,000.00"
"Mar 24, 2016","1,971.46",109.94,--,"312,500,000.00"
"Mar 23, 2016","1,974.13",110.08,--,"311,100,000.00"
"Mar 22, 2016","1,967.83",109.73,--,"310,700,000.00"
"Mar 21, 2016","1,968.09",109.74,--,"310,200,000.00"
"Mar 18, 2016","1,972.23",109.98,--,"309,400,000.00"
"Mar 17, 2016","1,968.71",109.78,--,"308,800,000.00"
"Mar 16, 2016","1,964.12",109.52,--,"308,700,000.00"
"Mar 15, 2016","1,960.52",109.33,--,"308,300,000.00"
"Mar 14, 2016","1,960.42",109.33,--,"307,400,000.00"
"Mar 11, 2016","1,957.25",109.14,--,"306,100,000.00"
"Mar 10, 2016","1,958.99",109.25,--,"307,000,000.00"
"Mar 09, 2016","1,960.34",109.33,--,"306,200,000.00"
"Mar 08, 2016","1,964.71",109.57,--,"306,200,000.00"
"Mar 07, 2016","1,958.54",109.23,--,"305,900,000.00"
"Mar 04, 2016","1,958.75",109.24,--,"303,200,000.00"
"Mar 03, 2016","1,962.16",109.44,--,"302,800,000.00"
"Mar 02, 2016","1,959.02",109.26,--,"299,900,000.00"
"Mar 01, 2016","1,958.43",109.23,0.22,"299,600,000.00"
"Feb 29, 2016","1,965.74",109.85,--,"299,300,000.00"
"Feb 26, 2016","1,963.00",109.69,--,"299,000,000.00"
"Feb 25, 2016","1,968.97",110.03,--,"298,700,000.00"
"Feb 24, 2016","1,964.59",109.78,--,"298,400,000.00"
"Feb 23, 2016","1,964.58",109.78,--,"298,100,000.00"
"Feb 22, 2016","1,962.22",109.66,--,"297,800,000.00"
"Feb 19, 2016","1,962.61",109.68,--,"297,500,000.00"
"Feb 18, 2016","1,961.97",109.64,--,"297,100,000.00"
"Feb 17, 2016","1,955.63",109.29,--,"296,800,000.00"
"Feb 16, 2016","1,958.71",109.46,--,"296,500,000.00"
"Feb 12, 2016","1,959.73",109.52,--,"296,500,000.00"
"Feb 11, 2016","1,968.72",110.02,--,"296,300,000.00"
"Feb 10, 2016","1,966.18",109.89,--,"296,300,000.00"
"Feb 09, 2016","1,963.80",109.76,--,"296,300,000.00"
"Feb 08, 2016","1,964.78",109.81,--,"296,100,000.00"
"Feb 05, 2016","1,956.58",109.35,--,"295,900,000.00"
"Feb 04, 2016","1,955.80",109.30,--,"294,100,000.00"
"Feb 03, 2016","1,954.27",109.22,--,"292,100,000.00"
"Feb 02, 2016","1,956.07",109.32,--,"291,000,000.00"
"Feb 01, 2016","1,947.44",108.84,0.23,"290,800,000.00"
"Jan 29, 2016","1,951.89",109.31,--,"290,300,000.00"
"Jan 28, 2016","1,946.68",109.02,--,"290,000,000.00"
"Jan 27, 2016","1,945.22",108.93,--,"290,000,000.00"
"Jan 26, 2016","1,945.57",108.96,--,"290,000,000.00"
"Jan 25, 2016","1,943.49",108.83,--,"289,600,000.00"
"Jan 22, 2016","1,941.88",108.74,--,"289,600,000.00"
"Jan 21, 2016","1,942.90",108.80,--,"289,000,000.00"
"Jan 20, 2016","1,945.99",108.97,--,"287,100,000.00"
"Jan 19, 2016","1,943.51",108.83,--,"286,600,000.00"
"Jan 15, 2016","1,944.16",108.87,--,"286,400,000.00"
"Jan 14, 2016","1,939.19",108.59,--,"286,400,000.00"
"Jan 13, 2016","1,943.24",108.82,--,"286,400,000.00"
"Jan 12, 2016","1,941.11",108.69,--,"286,200,000.00"
"Jan 11, 2016","1,935.88",108.40,--,"283,600,000.00"
"Jan 08, 2016","1,937.73",108.51,--,"283,600,000.00"
"Jan 07, 2016","1,935.66",108.40,--,"283,600,000.00"
"Jan 06, 2016","1,934.18",108.32,--,"283,300,000.00"
"Jan 05, 2016","1,927.32",107.93,--,"283,500,000.00"
"Jan 04, 2016","1,927.68",107.96,--,"283,500,000.00"
"Dec 31, 2015","1,925.40",107.82,--,"283,500,000.00"
"Dec 30, 2015","1,921.91",107.63,--,"283,500,000.00"
"Dec 29, 2015","1,920.87",107.56,--,"283,500,000.00"
"Dec 28, 2015","1,928.23",107.98,--,"283,500,000.00"
"Dec 24, 2015","1,926.02",107.85,0.22,"281,800,000.00"
"Dec 23, 2015","1,924.05",107.97,--,"281,200,000.00"
"Dec 22, 2015","1,926.12",108.09,--,"279,800,000.00"
"Dec 21, 2015","1,930.12",108.33,--,"279,800,000.00"
"Dec 18, 2015","1,930.46",108.34,--,"280,800,000.00"
"Dec 17, 2015","1,927.69",108.19,--,"280,500,000.00"
"Dec 16, 2015","1,922.90",107.92,--,"277,800,000.00"
"Dec 15, 2015","1,924.83",108.02,--,"277,500,000.00"
"Dec 14, 2015","1,928.09",108.21,--,"277,300,000.00"
"Dec 11, 2015","1,937.30",108.73,--,"277,300,000.00"
"Dec 10, 2015","1,929.73",108.30,--,"277,100,000.00"
"Dec 09, 2015","1,933.02",108.48,--,"276,900,000.00"
"Dec 08, 2015","1,930.60",108.36,--,"276,900,000.00"
"Dec 07, 2015","1,933.22",108.51,--,"276,900,000.00"
"Dec 04, 2015","1,928.15",108.22,--,"277,200,000.00"
"Dec 03, 2015","1,922.56",107.90,--,"277,200,000.00"
"Dec 02, 2015","1,936.60",108.69,--,"276,900,000.00"
"Dec 01, 2015","1,937.98",108.77,0.37,"276,700,000.00"
"Nov 30, 2015","1,931.64",108.78,--,"275,000,000.00"
"Nov 27, 2015","1,930.55",108.72,--,"275,000,000.00"
"Nov 25, 2015","1,929.94",108.68,--,"274,900,000.00"
"Nov 24, 2015","1,929.16",108.64,--,"274,900,000.00"
"Nov 23, 2015","1,928.67",108.62,--,"274,700,000.00"
"Nov 20, 2015","1,927.84",108.57,--,"274,300,000.00"
"Nov 19, 2015","1,929.54",108.66,--,"274,000,000.00"
"Nov 18, 2015","1,927.00",108.52,--,"273,700,000.00"
"Nov 17, 2015","1,927.25",108.54,--,"270,000,000.00"
"Nov 16, 2015","1,925.51",108.44,--,"269,600,000.00"
"Nov 13, 2015","1,924.94",108.41,--,"265,800,000.00"
"Nov 12, 2015","1,921.67",108.22,--,"265,400,000.00"
"Nov 11, 2015",--,108.27,--,"265,400,000.00"
"Nov 10, 2015","1,922.35",108.27,--,"259,700,000.00"
"Nov 09, 2015","1,920.36",108.16,--,"254,700,000.00"
